id,Distance to transit,Number of rooms,Year of construction,Material,Sales price
64,1.5952578893337401,7,1988,Wood,3057.787381732273
65,3.261914710144444,6,1975,Concrete,2498.5945922282235
66,3.5446148741173826,6,1999,Concrete,1633.0296117506905
67,1.3013131295880562,7,1993,Brick,1246.3697988848933
68,3.4871671942624114,5,1988,Wood,1384.4788331663553
69,3.2273471541065044,8,1988,Wood,1500.5671777817809
70,3.7574536692205727,6,2007,Stucco,2566.4593738660496
71,3.0044876331667667,4,2007,Stucco,2066.9062945324545
72,2.3374203122784047,4,1991,Wood,2661.97811406461
73,3.2578096256100624,6,1994,Wood,2531.4089855264897
74,2.1860578849357437,7,1984,Brick,1593.942315688291
75,3.252261352462566,5,2000,Wood,2102.6138499079034
76,2.5674805908889278,5,2005,Wood,3101.6484747024665
77,2.7731647668424637,7,1985,Wood,2811.1430332061527
78,1.7991195318897693,6,1972,Stucco,2303.897848818462
79,3.3975978607840274,3,1977,Wood,1496.443726726131
80,1.8972479706563732,5,2010,Wood,1218.557549346131
81,2.923282643296461,6,1997,Wood,2884.2034730356527
82,3.3252078091269786,4,2002,Brick,1094.4422623792934
83,3.0734953458446292,6,2008,Stucco,2772.478680630842
84,2.792194879261295,5,1983,Wood,4156.554650255496
85,2.6000801042968003,5,1984,Wood,2769.3844741537846
86,2.703885128241602,4,1989,Wood,1814.5901220734918
87,2.418237701891541,5,1987,Wood,2628.1292375581806
88,3.187956056217369,8,1994,Stucco,2121.282975790617
89,2.041028069064711,8,1980,Concrete,2245.5096326984867
90,2.7593541783842293,6,1996,Brick,1372.840289364301
91,4.083768064297982,6,1992,Concrete,3205.279244218125
92,3.4560385687269553,4,1981,Concrete,2537.0698335594843
93,4.0973371137277335,7,1995,Wood,2798.0888420261576
94,2.040063587169303,5,1995,Wood,1935.1645206893418
95,2.0196212577560946,6,1997,Stucco,1736.1978754727459
96,2.85588954590786,10,1986,Wood,3995.863313440958
97,2.629939167608248,4,1995,Gingerbread,3797.9841412980345
98,2.621897435529895,5,1959,Brick,2169.979178269038
99,3.496677321838977,5,1985,Wood,2266.90650835315
100,4.307744187845945,7,1967,Wood,1723.9637013294346
101,2.7200084239989337,6,2000,Wood,2531.527650314859
102,2.71714169248683,5,1996,Stucco,2016.7987833034067
103,1.3900634609833364,6,1998,Wood,1963.189124826334
104,2.6273453091913446,5,2004,Gingerbread,2389.484187977179
105,2.7822870496680965,3,1991,Wood,1741.5799948162135
106,3.202458611625831,7,1993,Wood,2111.023743253128
107,3.2930108159132927,5,1985,Wood,2419.483409976353
108,3.0704685884741414,3,1991,Concrete,2929.746698603222
109,2.732038256703299,5,2003,Stucco,2035.3527759482986
110,2.360639124371695,7,1986,Wood,1851.0710737371091
111,2.4070613778186543,7,1988,Wood,3455.681325483352
112,2.9715470173633274,7,1972,Concrete,1814.1628535174991
113,3.3820803824319956,7,1991,Wood,2731.5436918628443
114,2.9160281665370427,6,1995,Wood,3454.16326273225
115,2.947495773635609,3,2001,Wood,2106.1076773783207
116,3.4510726625999295,7,1983,Gingerbread,3241.9943562295607
117,3.7380994137590235,7,1980,Wood,2210.935885925823
118,3.1162613235774743,6,1982,Gingerbread,1969.9599582678106
119,3.067970039925644,6,1994,Wood,1507.190277214738
120,3.0837509155233396,8,1987,Wood,1569.6028605608094
121,2.459392620182707,7,2000,Stucco,2897.9302883055393
122,2.66169598893111,4,1971,Wood,2364.4219688758676
123,2.302338971911696,6,2002,Wood,2153.297750313036
124,3.448007580501373,5,1989,Wood,3883.142149750679
125,2.3986864624869564,5,2003,Stucco,2400.292847524463
126,3.194870264368785,5,2017,Wood,2354.3649063023763
127,2.929948705399815,5,1975,Gingerbread,4186.5306290802
128,1.6897391035593845,5,1974,Wood,1839.5289499428081
129,1.8946625133898984,6,1999,Gingerbread,1840.1374018120064
130,2.07054897259483,6,1986,Brick,1770.8723924342885
131,3.4876591684017226,3,1964,Wood,2722.528057988041
132,2.8837192948558696,6,1991,Brick,1367.5203875837897
133,3.1940434682901695,5,2001,Concrete,2738.589817557808
134,2.4442492989774216,6,2000,Wood,2106.189580562332
135,3.389296622398687,7,2005,Brick,1581.6995752521568
136,1.706073228443067,4,1997,Wood,2306.9951913509854
137,2.397780796189164,4,1984,Wood,2828.344147702868
138,3.337740717180243,6,1982,Stucco,3555.257080278697
139,3.914314667317254,4,1975,Brick,1066.2562820166445
140,2.6243594820946674,7,1991,Wood,1767.8696970673711
141,3.4645073278424436,2,1994,Wood,1517.075009012348
142,3.1236182434591107,6,1987,Gingerbread,2526.274793030144
143,2.1753606238803846,7,1997,Stucco,1951.373483718826
144,2.8520954411609747,6,1988,Wood,2554.5683643231005
145,3.107380801745188,7,2008,Wood,2393.927309362525
146,4.092768944610235,7,1989,Concrete,1779.3543370588022
147,1.7462583493786918,8,1978,Stucco,2057.125494363143
148,2.5019351589405963,6,1993,Gingerbread,2811.0476024574564
149,2.535599714449147,8,1997,Gingerbread,3095.975205280591
150,2.7108138806383972,6,1989,Stucco,2184.9486683536165
151,2.6747744550298114,4,1997,Wood,2088.3831048766174
152,3.5050340821074912,6,1995,Gingerbread,3686.924838779739
153,3.64690529972141,6,1977,Wood,2154.3825404350378
154,3.589205508638657,6,1998,Wood,1792.7995927142204
155,3.4399798979985343,7,1984,Wood,2349.80205490514
156,3.1891665039425967,6,1989,Wood,3132.198872938275
157,2.9783887435935688,5,1987,Stucco,2505.833435624373
158,3.0544679317708985,4,1990,Concrete,2741.4917706640867
159,2.3465522301299235,8,1986,Wood,1996.6947634919593
160,3.393548674434455,7,1992,Wood,3371.5216286963823
161,2.438342563820289,6,1990,Wood,1960.6200931403564
162,2.53932760552157,9,1991,Wood,2040.2021592954356
163,2.137838830013354,5,1982,Brick,1389.243667935656
164,3.3292862170376134,6,1991,Stucco,2719.979367781705
165,2.047225766315702,4,1988,Wood,2838.776459948095
166,2.4234482767828722,5,1975,Gingerbread,2689.7627994276418
167,2.3199371039089987,7,2010,Wood,3006.9562406288183
168,3.144408334535523,7,1984,Wood,2458.7287116127077
169,3.193380404419614,4,1971,Wood,3247.622561108151
170,3.27979641219659,5,1973,Wood,2697.789919651379
171,2.8423376170060317,4,1991,Stucco,2122.475106093451
172,2.0182274498751496,4,1988,Wood,2212.299491500758
173,3.619459917407107,5,1982,Wood,2197.8548725530413
174,2.440654610106559,5,1997,Brick,962.9415763822362
175,3.752073741992171,7,1991,Wood,2045.787640045546
176,2.541804926022353,4,1986,Wood,1512.8414750064785
177,3.0843969604742787,6,1996,Stucco,1816.2194138558493
178,2.7772798393921794,8,1983,Wood,2934.6018947010853
179,3.1658955425232134,7,1988,Wood,2315.858975389027
180,3.272841169835685,6,1993,Gingerbread,3784.1173380293894
181,3.788014850007867,8,1996,Wood,2775.2783295685113
182,3.1887395972012684,6,1992,Wood,2259.2671482009355
183,1.9857437775624636,4,1980,Wood,1534.6263836617836
184,3.3204833269796885,6,1997,Wood,1949.8061601945735
185,2.5668548725132485,5,1994,Wood,2103.823415210729
186,2.3031945450455753,5,1980,Stucco,1635.8926683581053
187,2.1327596738917123,6,1987,Wood,2359.1371111689978
188,3.012380856470575,7,1987,Concrete,1967.523278809977
189,2.8155335609423515,4,1997,Wood,1706.0591726860814
190,2.4191465407908104,8,1973,Wood,2484.05803938752
191,3.917757356762481,6,1993,Gingerbread,1480.2075284702892
192,2.8562228935187823,6,1977,Concrete,2260.4443480694877
193,3.357323903124595,7,1990,Wood,3337.9793230561604
194,2.9877770783330186,4,1984,Wood,1678.1224661540205
195,2.056627607648456,9,1981,Wood,2291.895391270218
196,2.626298214488142,4,1981,Wood,1730.484775814563
197,2.857182607176336,6,2004,Wood,2561.6596280901244
198,2.3245312085896135,6,1998,Stucco,4097.334994787981
199,2.0794163661410074,4,1986,Wood,1965.6617750078778
200,2.123542674119334,8,2002,Wood,2478.103177507382
201,2.2370394013781287,5,2009,Wood,1893.7930493248489
202,2.4928452974510606,5,1991,Wood,3731.820769741805
203,2.941785689740109,7,1986,Wood,2321.491716826444
204,2.481472060253218,9,1973,Wood,2816.572044482829
205,1.9881616462296177,5,1974,Wood,2992.246439316005
206,2.2516760562556035,7,1977,Concrete,2810.4429299344924
207,2.9560018494685236,5,1982,Wood,2087.233549568042
208,2.894626369101975,8,1986,Wood,1793.7994016063112
209,2.9657890840322314,6,1995,Wood,2163.6043034339004
210,2.727689988651766,5,1992,Gingerbread,1619.4144287122406
211,3.337818363935651,6,1977,Wood,2153.239424889211
212,3.443504974684639,7,1985,Wood,3072.3595569621098
213,2.096307280716435,9,1982,Wood,2905.514533294383
214,2.3127801878934466,5,1989,Wood,2654.521076671364
215,3.2339960180776153,6,1996,Wood,1302.163352239709
216,2.013896333833985,4,1993,Wood,1346.0901356661432
217,2.3913438336790938,6,1997,Gingerbread,2008.249169713032
218,3.102674844065655,3,1986,Stucco,2351.6023225848776
219,2.3962124462667878,5,1988,Concrete,1885.390962262536
220,2.9583962205090124,8,1995,Gingerbread,3613.0519430861755
221,3.3334550832488397,5,1986,Wood,2020.6864886167311
222,1.7088696333400204,6,1980,Wood,2519.8294582606686
223,3.0362270714365676,4,2001,Wood,2095.6497133434714
224,2.083434134159533,6,1979,Wood,2338.18780872273
225,2.1632037515996134,7,1995,Wood,1639.0785656264484
226,2.842012874370655,7,1977,Wood,2132.7658704521755
227,2.7514803181273644,7,1994,Wood,3155.1319541320872
228,1.7954471530446066,6,1989,Stucco,1930.7010388861713
229,2.8451950583913552,7,1999,Concrete,2197.4751730332237
230,1.7577718112764584,6,1999,Wood,2634.126549749966
231,3.0552475221652204,6,1999,Gingerbread,1747.659833193474
232,2.61519638283153,6,1981,Stucco,2354.1072412659883
233,2.6703565636535305,4,1964,Wood,3230.0428098167217
234,2.488513606144547,5,1986,Concrete,1352.868167341659
235,3.335324453184001,5,1990,Concrete,2449.8708775812893
236,2.354281148175367,5,1987,Stucco,2639.578017353102
237,2.559440477752235,7,1977,Gingerbread,2785.1432813972197
238,2.368831068166663,6,1981,Wood,2632.8041091159
239,1.8127928679031724,7,1987,Gingerbread,2917.106524294592
240,1.487923238675088,5,1984,Wood,2194.941379430342
241,3.0813912506788568,6,1995,Brick,1483.845599175727
242,2.534955713068449,6,2005,Gingerbread,2008.8352736697318
243,2.463891945342295,7,2022,Wood,2292.775415576561
244,2.449554964874918,6,1991,Wood,3060.744662715229
245,3.4332518593279002,6,2002,Wood,3738.192500846872
246,2.781447902857586,8,1979,Wood,2151.89270948097
247,2.6504310149229977,8,1997,Stucco,3378.1283115023957
248,1.95823003033082,8,1997,Brick,1551.4895306313779
249,2.0561298243525807,5,1999,Wood,1751.3294885827067
250,3.2771169402532516,6,1995,Concrete,2316.452388838777
251,2.9246014978476786,8,1980,Wood,1908.6572067093834
252,1.920267390827807,6,1983,Gingerbread,2683.3922614439944
253,2.5374401227015424,3,1978,Wood,2389.1557644511618
254,1.8615783555886352,6,1997,Concrete,3252.8627289260553
255,3.2194565982863446,6,1993,Stucco,2061.030401210858
256,3.50950300061402,6,1988,Brick,1122.801167946494
257,2.5275298630719596,4,2011,Wood,2403.7141323609926
258,2.4356502179515136,8,1985,Stucco,1712.176061753062
259,3.577581322954294,5,1995,Wood,2726.825978312905
260,3.762528411906625,4,1992,Wood,2538.481777852689
261,3.665377229479143,6,1985,Wood,1876.758473705757
262,2.874634027959229,5,1967,Wood,2420.9670510315977
263,2.5447644787526675,7,1992,Wood,1318.7902619077088
264,2.472474247859612,6,1977,Wood,2187.474200634666
265,2.16550653297134,6,1993,Brick,1267.394214391115
266,2.239492877541458,8,1982,Brick,1758.3690941660223
267,2.9314783922155896,6,1987,Wood,1934.4330134200372
268,2.7952841945073787,8,1979,Wood,2061.4153294656267
269,2.103259086830508,5,1991,Gingerbread,1951.0029715503376
270,2.5285432176814915,6,1969,Concrete,2053.2318964051433
271,3.2787740298142203,5,1997,Wood,2363.0252833871136
272,2.7751983599566046,6,2009,Wood,2529.329317360737
273,2.3569608512283704,7,1996,Wood,2624.304775251984
274,1.9041572470143322,5,1991,Wood,1693.6546915512076
275,3.1825864679750437,6,1992,Wood,2929.4929301895563
276,3.6610177560794854,5,1999,Wood,2222.728294213405
277,2.743977253800082,7,1981,Wood,3197.4533518138683
278,2.276801841875896,7,1991,Wood,2674.5030765518245
279,4.0827514512386305,8,1994,Brick,2196.250509417518
280,2.3083880018716822,6,2002,Gingerbread,2623.101204537676
281,3.3797477989848477,5,1982,Wood,1275.4314155824725
282,2.0169208189725394,6,1989,Concrete,2104.1201925184287
283,2.5834648902125967,6,1985,Stucco,2781.0718760448353
284,3.4041587172252763,8,1986,Stucco,2179.9360618437995
285,2.9004031903625904,3,1988,Wood,4326.022972904038
286,2.044656657092864,6,1995,Brick,1325.1920949915177
287,1.6313365850089765,6,1988,Wood,2845.099247885438
288,4.532466260293481,7,1973,Wood,1469.37753152543
289,2.60614598736359,6,1990,Wood,2237.2290925446487
290,3.6997167593722917,6,1992,Gingerbread,3767.7135458490748
291,2.3794068789303893,5,1990,Brick,1520.4328580490699
292,2.161899049614611,7,1981,Gingerbread,2169.340624931539
293,2.16687349484084,6,1991,Wood,1725.2260639063281
294,2.728500266556738,5,1983,Wood,2507.88066591071
295,3.4102001173228946,5,1964,Wood,3913.537617137817
296,2.848540951945946,5,1979,Wood,2706.8497659551354
297,2.515390550566988,7,2001,Wood,2693.0148170337748
298,3.1920916980725242,7,1979,Wood,1758.3887575020058
299,3.1101820410103715,6,1997,Wood,1808.0810244236009
300,3.14844878952272,4,2005,Brick,1428.6898534645186
301,2.464191406960102,8,1991,Stucco,3306.7155160153334
302,3.5291317415196284,6,1989,Wood,1678.3045915284733
303,3.356693132888166,6,1984,Wood,1708.5819400416126
304,2.1081743213684465,6,2009,Wood,3061.4452003538904
305,2.707506467886665,6,1978,Wood,1464.277101013428
306,2.850627358105801,6,1991,Stucco,2301.50188745085
307,2.9278510684599515,6,1986,Wood,2255.919148522973
308,3.1522121082088748,6,1989,Brick,1346.517968127619
309,1.7307523405274332,6,1988,Stucco,2009.0094043631502
310,3.192293331124344,5,1986,Wood,2849.9939127726
311,1.4427160490051647,6,1998,Brick,1125.7517959371946
312,2.908940886586328,5,1989,Wood,2230.2660832149727
313,3.116169164295056,8,1990,Wood,2161.7973213613845
314,3.002646947454858,5,1987,Gingerbread,3056.4592594064657
315,1.7602338922772502,6,1982,Wood,2416.8514329251425
316,2.8585374437894853,6,1990,Wood,3886.64099648536
317,2.7988831315989575,6,1984,Wood,2783.249885125934
318,2.1121917494118145,6,1982,Wood,4301.457210374072
319,2.5907940312827615,6,1981,Gingerbread,2187.611558459337
320,2.8973680501392556,4,1981,Stucco,3091.5519056305257
321,1.5918700704617117,6,1972,Concrete,3163.6053018662187
322,2.0280988960570983,4,1987,Gingerbread,2244.6975260324443
323,2.385815310794547,7,1997,Concrete,1937.6962038055574
324,2.7090799645009405,6,2003,Concrete,3172.1027920859547
325,4.037947180982447,6,1975,Wood,1893.3098792155558
326,2.181531403887684,5,1985,Wood,2395.6036685703148
327,2.713669874354685,7,1989,Wood,2938.437296929617
328,2.7058344086355453,5,1992,Gingerbread,1606.8300054217145
329,2.9961825850962818,5,1986,Wood,2881.599330049401
330,1.7741260821940648,4,1990,Wood,2736.184032100533
331,2.9118775154406458,4,1997,Stucco,2572.402869021774
332,1.9966904890959523,6,1987,Wood,2317.952930885601
333,2.7981775666789273,5,1978,Wood,2832.748384741038
334,2.7687740675679313,5,1993,Gingerbread,2592.0662943798725
335,4.463751233683161,7,2004,Stucco,2686.3538620592326
336,2.380509748712225,5,1985,Wood,1588.337635436304
337,3.702668601335257,7,1990,Wood,2836.136337921138
338,2.7251529126854503,5,1985,Stucco,3286.9980625590715
339,2.7263936941851283,5,1971,Concrete,3250.8008800385683
340,1.3874943193243117,7,1991,Wood,1860.456100023859
341,3.3362705830017116,5,1970,Wood,2981.3286245395743
342,3.058482739496566,5,1994,Gingerbread,1664.4581657289293
343,4.075070428198234,6,1976,Wood,2230.559846200637
344,2.7797843080058677,7,1991,Gingerbread,2764.892624307377
345,2.727322869283724,6,1985,Wood,1910.1581312921435
346,2.590427297893597,4,1995,Brick,1282.217766818933
347,3.197932521549927,6,1987,Wood,1964.6965028528268
348,2.864906356423265,6,1983,Wood,4275.6908851295075
349,2.540782890854655,7,1990,Wood,2678.8420968465916
350,2.0375364496436714,5,1980,Gingerbread,3258.88305205952
351,1.7898391058604775,7,1993,Wood,2936.650829475128
352,3.866090061289096,5,1992,Wood,2510.0997633382494
353,3.7692131027640454,6,1997,Wood,2553.526986145313
354,2.4805418804106116,6,1983,Wood,1562.6088770388449
355,2.604412455615605,5,1987,Concrete,1254.0459008004548
356,2.420124691791213,5,1972,Wood,3176.7660934914416
357,1.846041398655839,5,1999,Gingerbread,1869.706417958953
358,3.1728575206625553,5,1978,Gingerbread,2815.304914798527
359,2.6964205804875827,8,1980,Wood,4009.4322181799007
360,1.975332379484665,6,1998,Wood,1701.4253022887312
361,3.065621660323658,6,2003,Gingerbread,2112.8494102418317
362,3.5700155762341046,4,1990,Gingerbread,3905.7924989999474
363,3.1989998365090564,7,2003,Wood,2250.044338236057
364,2.043059406536017,7,1994,Wood,3689.990736026355
365,2.433468232161102,5,1994,Stucco,3271.0292668299344
366,3.981094612208335,6,1978,Wood,1939.8464839852973
367,3.289322510350276,4,1987,Gingerbread,2195.7424802826736
368,2.897834699754646,6,1980,Stucco,2232.2709767972883
369,2.4136185732607065,4,1999,Gingerbread,1661.3230601625337
370,2.581691181016343,7,1998,Wood,3558.743908362955
371,2.4882916928120173,6,1972,Wood,1442.207589497143
372,2.3378830626729434,7,1994,Stucco,2983.869632652327
373,2.3756554967618047,6,1985,Concrete,1663.1866923390799
374,2.557589833970019,4,1987,Stucco,3661.1773503626523
375,3.4466477917736196,6,1977,Wood,2709.12951089726
376,2.4949688128989154,6,1997,Concrete,2298.9950305421453
377,2.4608095338343907,4,1985,Wood,2697.549066713962
378,3.225744494917909,6,1988,Stucco,2731.6182227077907
379,2.090606533969817,7,1994,Concrete,3017.7324277302223
380,2.536896857987771,6,1966,Wood,2661.1138275877465
381,2.529945167457141,7,1985,Gingerbread,4550.5024025211005
382,3.2889206933805926,5,1997,Wood,1481.9897122416762
383,3.2328461257753527,6,1981,Wood,2854.821663479831
384,0.9399214902236007,6,1971,Wood,4172.9281798611655
385,1.9804481370685934,6,1988,Wood,3903.323615236715
386,1.9776191273331918,6,1974,Concrete,1984.1301824958468
387,2.5842681043240714,5,1995,Wood,2679.2575764233434
388,2.755540485265735,5,1998,Wood,1539.1500244505653
389,4.165543615921895,6,1998,Wood,2277.1079283213135
390,2.5426166729550888,6,1992,Wood,2754.297421844059
391,3.1732265238524926,6,1999,Wood,1768.322308954572
392,2.9954635870693216,8,2001,Wood,2253.600885553383
393,3.056878886078332,6,1992,Concrete,2314.6706165608725
394,3.072959983763821,8,1983,Gingerbread,2678.646519540202
395,2.8794741948380906,4,1992,Wood,1728.3406665838993
396,3.6127774700794406,9,1969,Wood,1523.821609169903
397,3.41323310612914,4,1982,Wood,2060.568149703566
398,3.645777744888414,6,1988,Concrete,3109.7650733930086
399,2.8079476653763513,3,1990,Wood,2412.293282724359
400,2.7885552534612583,7,2001,Wood,2772.695511730932
401,3.237870341275787,6,1986,Wood,2583.507595238244
402,2.2103382723003677,6,1980,Brick,1048.5606084836327
403,1.0179325186425037,6,1990,Wood,2392.6481416758106
404,2.1227278533641143,6,1981,Concrete,3289.9573418219043
405,2.626698831407785,6,1994,Brick,1382.8634944711303
406,2.6189919090986185,5,1974,Concrete,5812.130039017017
407,3.2388402223333723,6,1983,Wood,1426.2605901666727
408,2.527601635353019,7,1980,Wood,1960.3093448580498
409,4.669059628639418,5,1972,Wood,2721.1210195831336
410,3.29444738868754,5,1995,Concrete,5428.321679113884
411,2.3651145937507616,6,1984,Wood,3606.2118111194263
412,1.7789889870407252,4,1988,Wood,1587.3472480814178
413,1.9784417945385555,6,2000,Wood,2829.3386020761623
414,3.0294281806934116,5,2006,Stucco,4168.6213337982845
415,2.112652369636734,6,1984,Wood,2771.0261886657854
416,2.0429644596188568,7,1994,Wood,3180.2624701934174
417,2.810577204328847,6,1990,Stucco,2125.2827788926343
418,2.565897686503335,5,1985,Wood,1889.4757178687137
419,3.2389235848337345,6,1990,Wood,2558.599242455079
420,3.0728388301168055,4,2006,Wood,1682.2152269781993
421,3.1224919469258543,6,1992,Wood,3055.9625452921596
422,3.3069962799819836,7,1974,Wood,2584.9834633335668
423,3.379906426069164,6,1985,Wood,2791.3046514160565
424,2.579418488155307,6,1995,Concrete,2792.5853655401543
425,3.0056477503104944,7,1999,Gingerbread,2162.4553417614284
426,2.1260698276425156,7,1981,Wood,2668.1199473820516
427,1.9090696126877251,7,1985,Wood,1917.3983788436528
428,2.468212445343181,6,2007,Concrete,2296.4827119221577
429,2.980119716410045,6,1991,Brick,1721.7262951981709
430,2.0937805998296684,7,1978,Wood,2483.3412671721985
431,1.7896016203333036,5,1980,Wood,2232.866289140642
432,2.6061005369109527,4,2003,Gingerbread,2399.5984680790093
433,3.7320921621886263,6,1978,Wood,2144.332240975252
434,3.168039281311787,7,1987,Wood,1572.6862357653308
435,1.405489297446982,6,1988,Wood,2996.7491077747027
436,1.995312465850886,6,1990,Wood,3832.268011133814
437,2.6810781087228976,7,2000,Gingerbread,1794.6973348235272
438,2.95579447643264,4,1984,Stucco,2299.703978287542
439,2.4219011302142537,5,1988,Wood,1458.4541483345383
440,2.4902234531997984,8,1995,Gingerbread,1707.7669639187163
441,3.493924902997067,4,2003,Wood,2459.9876519516906
442,1.953226195257396,4,1974,Wood,2192.0647588387683
443,3.5326711833065674,6,1984,Wood,1607.8997140593522
444,3.836375906720837,6,1980,Brick,968.0736341329073
445,2.220121031022826,6,1984,Wood,3009.5175770488177
446,2.6438453949324345,6,1982,Gingerbread,2069.882161611038
447,2.746777836804122,5,1979,Wood,2131.236658514612
448,2.3411759029989168,6,1981,Concrete,2117.2755081304153
449,3.4609274551581986,5,1997,Wood,2585.80239938491
450,3.316101716067365,4,1998,Wood,2689.7671419246576
451,3.609693105718825,5,2001,Wood,1460.1994602662944
452,2.9780209567741527,5,1990,Concrete,1922.2233337751059
453,2.9597813065951213,8,1990,Wood,2976.271957778635
454,3.4911357606744637,5,1986,Wood,2391.2728598940294
455,1.9011801948248213,7,1996,Wood,3754.6330593056205
456,2.1249819117498845,6,1997,Concrete,2552.5001568587277
457,2.1884983868406387,5,1999,Wood,2500.7848393080603
458,2.4534053486326894,4,1971,Wood,2912.2683251305684
459,3.533009825118399,6,1984,Wood,2270.3413035406634
460,3.6384501879357902,5,1982,Wood,2336.0410851233955
461,3.342513548996611,8,1982,Wood,2025.2355856304139
462,2.4231651593975756,5,1987,Wood,3491.5090997786965
463,2.395903744351065,6,2000,Wood,3064.9893658303795
464,2.2788121019428336,6,1985,Wood,2322.896039655936
465,2.6944530760432155,2,1993,Brick,1780.319296580189
466,3.116914839743562,8,1973,Wood,4515.6265909917565
467,1.8122653943076212,5,1993,Wood,2152.2834397232864
468,2.2134786273751463,5,1975,Wood,1906.047254345621
469,2.858955778543674,7,1985,Wood,3490.6351930680466
470,3.0442066890172876,7,1993,Gingerbread,2768.9765640205437
471,3.379015222864879,4,2002,Wood,3407.986842673638
472,3.326324589444089,6,1995,Concrete,3020.560890540757
473,2.209577519903968,5,1989,Stucco,1808.1760890766727
474,1.951043328338622,6,1984,Wood,1741.4084201690816
475,2.796844103441059,6,1990,Wood,2473.899787494776
476,1.7326422063150173,5,1970,Wood,2585.0465930002933
477,2.0417965632062804,5,1975,Gingerbread,2545.8703045261786
478,2.2480768740090595,7,1977,Wood,2296.7946757388927
479,2.5791708542235194,7,1991,Wood,2475.6920278752013
480,2.2548686026358613,5,2002,Wood,1997.4821401789864
481,2.5988631020539334,6,1984,Stucco,1717.458693807297
482,3.1004616455164933,6,1985,Concrete,2130.1583806576123
483,2.5931612196255482,6,1983,Concrete,4087.2728938567416
484,2.520453233872034,4,2004,Concrete,3343.567391996457
485,3.5000242868762172,6,1986,Stucco,2546.172566392424
